	unsorted	sorted
411	[15, 5, 9, 24, 14]	[5, 9, 14, 15, 24]
412	[3, 16, 24, 24, 25]	[3, 16, 24, 24, 25]
413	[4, 12, 30, 20, 9]	[4, 9, 12, 20, 30]
414	[4, 9, 6, 30, 5]	[4, 5, 6, 9, 30]
415	[4, 3, 15, 24, 9]	[3, 4, 9, 15, 24]
416	[4, 4, 5, 16, 12]	[4, 4, 5, 12, 16]
417	[3, 2, 8, 5, 6]	[2, 3, 5, 6, 8]
418	[2, 15, 6, 32, 12]	[2, 6, 12, 15, 32]
419	[3, 25, 7, 28, 24]	[3, 7, 24, 25, 28]
420	[12, 20, 6, 16, 9]	[6, 9, 12, 16, 20]
421	[12, 6, 8, 25, 36]	[6, 8, 12, 25, 36]
422	[3, 16, 9, 6, 30]	[3, 6, 9, 16, 30]
423	[1, 24, 35, 14, 9]	[1, 9, 14, 24, 35]
424	[10, 20, 15, 16, 40]	[10, 15, 16, 20, 40]
425	[8, 6, 15, 16, 40]	[6, 8, 15, 16, 40]
426	[5, 3, 21, 18, 24]	[3, 5, 18, 21, 24]
427	[4, 12, 6, 5, 25]	[4, 5, 6, 12, 25]
428	[2, 20, 3, 24, 27]	[2, 3, 20, 24, 27]
429	[12, 9, 20, 8, 18]	[8, 9, 12, 18, 20]
430	[20, 8, 21, 20, 14]	[8, 14, 20, 20, 21]
431	[2, 20, 10, 7, 14]	[2, 7, 10, 14, 20]
432	[8, 6, 4, 32, 21]	[4, 6, 8, 21, 32]
433	[10, 12, 20, 15, 21]	[10, 12, 15, 20, 21]
434	[3, 4, 14, 30, 15]	[3, 4, 14, 15, 30]
435	[1, 12, 24, 12, 20]	[1, 12, 12, 20, 24]
436	[5, 16, 14, 8, 14]	[5, 8, 14, 14, 16]
437	[20, 30, 8, 20, 20]	[8, 20, 20, 20, 30]
438	[10, 12, 12, 10, 35]	[10, 10, 12, 12, 35]
439	[15, 12, 12, 12, 36]	[12, 12, 12, 15, 36]
440	[25, 12, 6, 24, 40]	[6, 12, 24, 25, 40]
441	[20, 12, 9, 6, 25]	[6, 9, 12, 20, 25]
442	[15, 5, 6, 12, 10]	[5, 6, 10, 12, 15]
443	[6, 30, 15, 5, 6]	[5, 6, 6, 15, 30]
444	[4, 10, 20, 12, 24]	[4, 10, 12, 20, 24]
445	[6, 12, 35, 21, 28]	[6, 12, 21, 28, 35]
446	[6, 10, 5, 10, 16]	[5, 6, 10, 10, 16]
447	[4, 6, 25, 4, 9]	[4, 4, 6, 9, 25]
448	[15, 12, 18, 6, 18]	[6, 12, 15, 18, 18]
449	[9, 5, 21, 28, 25]	[5, 9, 21, 25, 28]
450	[4, 15, 15, 25, 7]	[4, 7, 15, 15, 25]
451	[15, 30, 25, 35, 40]	[15, 25, 30, 35, 40]
452	[16, 4, 9, 20, 18]	[4, 9, 16, 18, 20]
453	[3, 9, 4, 5, 36]	[3, 4, 5, 9, 36]
454	[2, 12, 8, 18, 16]	[2, 8, 12, 16, 18]
455	[10, 10, 30, 21, 7]	[7, 10, 10, 21, 30]
456	[8, 20, 28, 8, 40]	[8, 8, 20, 28, 40]
457	[6, 12, 28, 18, 6]	[6, 6, 12, 18, 28]
458	[20, 12, 3, 25, 16]	[3, 12, 16, 20, 25]
459	[15, 6, 12, 10, 24]	[6, 10, 12, 15, 24]
460	[10, 10, 6, 24, 18]	[6, 10, 10, 18, 24]
461	[2, 3, 5, 20, 6]	[2, 3, 5, 6, 20]
462	[6, 25, 6, 12, 24]	[6, 6, 12, 24, 25]
463	[3, 8, 16, 28, 8]	[3, 8, 8, 16, 28]
464	[3, 10, 4, 30, 45]	[3, 4, 10, 30, 45]
465	[25, 25, 12, 24, 9]	[9, 12, 24, 25, 25]
466	[12, 8, 20, 16, 18]	[8, 12, 16, 18, 20]
467	[20, 18, 12, 28, 36]	[12, 18, 20, 28, 36]
468	[2, 12, 28, 24, 32]	[2, 12, 24, 28, 32]
469	[20, 15, 5, 32, 21]	[5, 15, 20, 21, 32]
470	[10, 3, 30, 24, 30]	[3, 10, 24, 30, 30]
471	[20, 24, 10, 25, 25]	[10, 20, 24, 25, 25]
472	[3, 16, 18, 16, 45]	[3, 16, 16, 18, 45]
473	[4, 6, 18, 20, 45]	[4, 6, 18, 20, 45]
474	[12, 3, 7, 8, 7]	[3, 7, 7, 8, 12]
475	[10, 2, 16, 4, 12]	[2, 4, 10, 12, 16]
476	[15, 15, 24, 12, 21]	[12, 15, 15, 21, 24]
477	[2, 6, 20, 12, 28]	[2, 6, 12, 20, 28]
478	[20, 10, 21, 7, 24]	[7, 10, 20, 21, 24]
479	[6, 20, 12, 24, 28]	[6, 12, 20, 24, 28]
480	[12, 12, 20, 28, 5]	[5, 12, 12, 20, 28]
481	[20, 15, 35, 12, 32]	[12, 15, 20, 32, 35]
482	[3, 5, 3, 40, 27]	[3, 3, 5, 27, 40]
483	[20, 6, 18, 15, 5]	[5, 6, 15, 18, 20]
484	[12, 10, 15, 7, 32]	[7, 10, 12, 15, 32]
485	[8, 25, 25, 10, 32]	[8, 10, 25, 25, 32]
486	[6, 6, 12, 7, 32]	[6, 6, 7, 12, 32]
487	[8, 24, 7, 35, 36]	[7, 8, 24, 35, 36]
488	[1, 12, 28, 8, 14]	[1, 8, 12, 14, 28]
489	[12, 10, 4, 16, 40]	[4, 10, 12, 16, 40]
490	[20, 10, 15, 20, 35]	[10, 15, 20, 20, 35]
491	[16, 3, 12, 18, 18]	[3, 12, 16, 18, 18]
492	[25, 25, 24, 20, 9]	[9, 20, 24, 25, 25]
493	[20, 9, 4, 30, 16]	[4, 9, 16, 20, 30]
494	[8, 4, 24, 35, 9]	[4, 8, 9, 24, 35]
495	[5, 4, 24, 14, 21]	[4, 5, 14, 21, 24]
496	[2, 16, 5, 15, 21]	[2, 5, 15, 16, 21]
497	[3, 20, 8, 6, 28]	[3, 6, 8, 20, 28]
498	[3, 2, 12, 12, 21]	[2, 3, 12, 12, 21]
499	[6, 25, 3, 10, 7]	[3, 6, 7, 10, 25]
500	[12, 30, 21, 8, 30]	[8, 12, 21, 30, 30]
501	[15, 2, 7, 25, 35]	[2, 7, 15, 25, 35]
502	[9, 18, 6, 35, 45]	[6, 9, 18, 35, 45]
503	[20, 8, 18, 24, 30]	[8, 18, 20, 24, 30]
504	[4, 12, 10, 40, 14]	[4, 10, 12, 14, 40]
505	[5, 12, 4, 30, 20]	[4, 5, 12, 20, 30]
506	[16, 16, 12, 7, 16]	[7, 12, 16, 16, 16]
507	[10, 15, 14, 5, 5]	[5, 5, 10, 14, 15]
508	[25, 20, 12, 10, 25]	[10, 12, 20, 25, 25]
509	[1, 12, 21, 8, 24]	[1, 8, 12, 21, 24]
510	[6, 12, 21, 24, 25]	[6, 12, 21, 24, 25]
511	[10, 8, 14, 7, 15]	[7, 8, 10, 14, 15]
512	[12, 10, 4, 20, 35]	[4, 10, 12, 20, 35]
513	[10, 9, 4, 35, 14]	[4, 9, 10, 14, 35]
514	[6, 4, 25, 20, 9]	[4, 6, 9, 20, 25]
515	[16, 2, 8, 10, 36]	[2, 8, 10, 16, 36]
516	[3, 20, 20, 24, 9]	[3, 9, 20, 20, 24]
517	[4, 20, 20, 14, 25]	[4, 14, 20, 20, 25]
518	[10, 12, 18, 15, 28]	[10, 12, 15, 18, 28]
519	[3, 30, 24, 28, 35]	[3, 24, 28, 30, 35]
520	[10, 12, 35, 8, 21]	[8, 10, 12, 21, 35]
521	[12, 4, 24, 40, 35]	[4, 12, 24, 35, 40]
522	[15, 4, 15, 15, 14]	[4, 14, 15, 15, 15]
523	[4, 10, 15, 18, 9]	[4, 9, 10, 15, 18]
524	[16, 4, 4, 6, 8]	[4, 4, 6, 8, 16]
525	[2, 10, 4, 24, 10]	[2, 4, 10, 10, 24]
526	[20, 18, 14, 5, 18]	[5, 14, 18, 18, 20]
527	[20, 2, 14, 28, 25]	[2, 14, 20, 25, 28]
528	[20, 4, 12, 24, 18]	[4, 12, 18, 20, 24]
529	[10, 12, 9, 24, 24]	[9, 10, 12, 24, 24]
530	[10, 9, 16, 4, 10]	[4, 9, 10, 10, 16]
531	[2, 20, 35, 12, 12]	[2, 12, 12, 20, 35]
532	[6, 15, 24, 8, 27]	[6, 8, 15, 24, 27]
533	[5, 20, 35, 15, 24]	[5, 15, 20, 24, 35]
534	[8, 12, 25, 32, 8]	[8, 8, 12, 25, 32]
535	[12, 16, 24, 35, 32]	[12, 16, 24, 32, 35]
536	[2, 8, 5, 4, 18]	[2, 4, 5, 8, 18]
537	[1, 5, 25, 24, 45]	[1, 5, 24, 25, 45]
538	[4, 18, 16, 24, 21]	[4, 16, 18, 21, 24]
539	[15, 20, 12, 24, 18]	[12, 15, 18, 20, 24]
540	[5, 6, 7, 8, 20]	[5, 6, 7, 8, 20]
541	[4, 4, 35, 5, 36]	[4, 4, 5, 35, 36]
542	[25, 6, 6, 20, 24]	[6, 6, 20, 24, 25]
543	[15, 4, 28, 7, 14]	[4, 7, 14, 15, 28]
544	[8, 30, 4, 5, 9]	[4, 5, 8, 9, 30]
545	[10, 4, 12, 24, 24]	[4, 10, 12, 24, 24]
546	[15, 6, 3, 24, 25]	[3, 6, 15, 24, 25]
547	[16, 25, 21, 32, 25]	[16, 21, 25, 25, 32]
548	[8, 4, 7, 5, 7]	[4, 5, 7, 7, 8]
549	[16, 8, 12, 28, 45]	[8, 12, 16, 28, 45]
550	[8, 10, 35, 25, 16]	[8, 10, 16, 25, 35]
551	[8, 15, 24, 15, 45]	[8, 15, 15, 24, 45]
552	[12, 10, 12, 20, 27]	[10, 12, 12, 20, 27]
553	[12, 6, 15, 15, 16]	[6, 12, 15, 15, 16]
554	[20, 5, 6, 7, 30]	[5, 6, 7, 20, 30]
555	[3, 3, 16, 18, 14]	[3, 3, 14, 16, 18]
556	[20, 12, 12, 7, 6]	[6, 7, 12, 12, 20]
557	[4, 8, 21, 18, 24]	[4, 8, 18, 21, 24]
558	[9, 3, 20, 7, 32]	[3, 7, 9, 20, 32]
559	[12, 4, 18, 35, 8]	[4, 8, 12, 18, 35]
560	[9, 10, 15, 20, 10]	[9, 10, 10, 15, 20]
561	[2, 8, 4, 40, 18]	[2, 4, 8, 18, 40]
562	[9, 9, 35, 8, 6]	[6, 8, 9, 9, 35]
563	[25, 9, 9, 28, 7]	[7, 9, 9, 25, 28]
564	[20, 20, 21, 8, 36]	[8, 20, 20, 21, 36]
565	[16, 20, 20, 5, 6]	[5, 6, 16, 20, 20]
566	[20, 15, 35, 8, 21]	[8, 15, 20, 21, 35]
567	[6, 5, 5, 30, 24]	[5, 5, 6, 24, 30]
568	[9, 4, 12, 28, 14]	[4, 9, 12, 14, 28]
569	[4, 15, 25, 24, 8]	[4, 8, 15, 24, 25]
570	[8, 6, 25, 8, 5]	[5, 6, 8, 8, 25]
571	[3, 12, 4, 7, 12]	[3, 4, 7, 12, 12]
572	[12, 10, 6, 7, 8]	[6, 7, 8, 10, 12]
573	[2, 10, 4, 24, 35]	[2, 4, 10, 24, 35]
574	[6, 8, 30, 12, 45]	[6, 8, 12, 30, 45]
575	[9, 15, 4, 24, 32]	[4, 9, 15, 24, 32]
576	[3, 6, 8, 30, 25]	[3, 6, 8, 25, 30]
577	[5, 6, 8, 4, 18]	[4, 5, 6, 8, 18]
578	[10, 24, 35, 25, 40]	[10, 24, 25, 35, 40]
579	[12, 15, 25, 16, 30]	[12, 15, 16, 25, 30]
580	[5, 18, 12, 12, 21]	[5, 12, 12, 18, 21]
581	[6, 8, 12, 24, 8]	[6, 8, 8, 12, 24]
582	[8, 8, 6, 16, 32]	[6, 8, 8, 16, 32]
583	[1, 25, 12, 12, 28]	[1, 12, 12, 25, 28]
584	[15, 25, 15, 16, 36]	[15, 15, 16, 25, 36]
585	[4, 8, 15, 40, 12]	[4, 8, 12, 15, 40]
586	[6, 12, 15, 24, 24]	[6, 12, 15, 24, 24]
587	[4, 8, 18, 32, 5]	[4, 5, 8, 18, 32]
588	[2, 16, 12, 24, 18]	[2, 12, 16, 18, 24]
589	[4, 18, 25, 40, 35]	[4, 18, 25, 35, 40]
590	[20, 15, 7, 14, 6]	[6, 7, 14, 15, 20]
591	[9, 15, 8, 7, 6]	[6, 7, 8, 9, 15]
592	[2, 20, 3, 16, 15]	[2, 3, 15, 16, 20]
593	[20, 6, 3, 18, 32]	[3, 6, 18, 20, 32]
594	[2, 3, 28, 28, 20]	[2, 3, 20, 28, 28]
595	[6, 5, 15, 21, 28]	[5, 6, 15, 21, 28]
596	[1, 15, 7, 30, 8]	[1, 7, 8, 15, 30]
597	[9, 25, 35, 25, 6]	[6, 9, 25, 25, 35]
598	[4, 20, 30, 16, 12]	[4, 12, 16, 20, 30]
599	[3, 4, 8, 12, 28]	[3, 4, 8, 12, 28]
600	[2, 15, 15, 20, 24]	[2, 15, 15, 20, 24]
601	[12, 12, 35, 35, 7]	[7, 12, 12, 35, 35]
602	[15, 15, 9, 7, 35]	[7, 9, 15, 15, 35]
603	[2, 12, 30, 5, 12]	[2, 5, 12, 12, 30]
604	[9, 8, 20, 10, 35]	[8, 9, 10, 20, 35]
605	[10, 12, 8, 30, 5]	[5, 8, 10, 12, 30]
606	[20, 24, 35, 8, 16]	[8, 16, 20, 24, 35]
607	[2, 12, 3, 4, 24]	[2, 3, 4, 12, 24]
608	[15, 16, 15, 18, 14]	[14, 15, 15, 16, 18]
609	[4, 25, 21, 24, 20]	[4, 20, 21, 24, 25]
610	[5, 9, 20, 8, 30]	[5, 8, 9, 20, 30]
611	[2, 5, 20, 35, 25]	[2, 5, 20, 25, 35]
612	[15, 6, 20, 18, 36]	[6, 15, 18, 20, 36]
613	[2, 3, 10, 30, 5]	[2, 3, 5, 10, 30]
614	[5, 2, 20, 40, 45]	[2, 5, 20, 40, 45]
615	[16, 8, 6, 20, 28]	[6, 8, 16, 20, 28]
616	[4, 24, 20, 6, 35]	[4, 6, 20, 24, 35]
617	[5, 4, 15, 25, 27]	[4, 5, 15, 25, 27]
618	[10, 2, 20, 24, 21]	[2, 10, 20, 21, 24]
619	[10, 4, 3, 21, 25]	[3, 4, 10, 21, 25]
620	[15, 8, 5, 16, 27]	[5, 8, 15, 16, 27]
621	[5, 12, 6, 8, 36]	[5, 6, 8, 12, 36]
622	[15, 4, 15, 24, 5]	[4, 5, 15, 15, 24]
623	[16, 10, 12, 25, 21]	[10, 12, 16, 21, 25]
624	[15, 5, 14, 21, 20]	[5, 14, 15, 20, 21]
625	[20, 6, 10, 14, 16]	[6, 10, 14, 16, 20]
626	[5, 8, 18, 24, 27]	[5, 8, 18, 24, 27]
627	[25, 10, 8, 14, 12]	[8, 10, 12, 14, 25]
628	[15, 9, 6, 24, 10]	[6, 9, 10, 15, 24]
629	[5, 3, 30, 21, 24]	[3, 5, 21, 24, 30]
630	[3, 10, 6, 21, 28]	[3, 6, 10, 21, 28]
631	[6, 15, 12, 12, 24]	[6, 12, 12, 15, 24]
632	[9, 12, 12, 4, 5]	[4, 5, 9, 12, 12]
633	[3, 8, 15, 12, 6]	[3, 6, 8, 12, 15]
634	[8, 15, 21, 20, 25]	[8, 15, 20, 21, 25]
635	[3, 10, 5, 15, 45]	[3, 5, 10, 15, 45]
636	[4, 18, 20, 32, 15]	[4, 15, 18, 20, 32]
637	[6, 16, 14, 20, 16]	[6, 14, 16, 16, 20]
638	[10, 2, 25, 12, 30]	[2, 10, 12, 25, 30]
639	[4, 2, 30, 16, 21]	[2, 4, 16, 21, 30]
640	[1, 5, 24, 20, 45]	[1, 5, 20, 24, 45]
641	[3, 12, 15, 24, 9]	[3, 9, 12, 15, 24]
642	[1, 18, 6, 12, 40]	[1, 6, 12, 18, 40]
643	[6, 30, 3, 16, 45]	[3, 6, 16, 30, 45]
644	[5, 15, 3, 10, 9]	[3, 5, 9, 10, 15]
645	[25, 6, 3, 16, 18]	[3, 6, 16, 18, 25]
646	[20, 10, 3, 15, 7]	[3, 7, 10, 15, 20]
647	[9, 10, 9, 32, 14]	[9, 9, 10, 14, 32]
648	[5, 8, 15, 7, 15]	[5, 7, 8, 15, 15]
649	[8, 6, 30, 10, 25]	[6, 8, 10, 25, 30]
650	[1, 15, 15, 6, 7]	[1, 6, 7, 15, 15]
651	[25, 16, 9, 6, 21]	[6, 9, 16, 21, 25]
652	[25, 12, 12, 35, 14]	[12, 12, 14, 25, 35]
653	[6, 18, 6, 14, 18]	[6, 6, 14, 18, 18]
654	[12, 15, 8, 4, 12]	[4, 8, 12, 12, 15]
655	[1, 20, 15, 40, 10]	[1, 10, 15, 20, 40]
656	[4, 25, 12, 20, 32]	[4, 12, 20, 25, 32]
657	[1, 6, 12, 14, 40]	[1, 6, 12, 14, 40]
658	[2, 12, 6, 4, 7]	[2, 4, 6, 7, 12]
659	[15, 8, 3, 24, 18]	[3, 8, 15, 18, 24]
660	[8, 12, 21, 8, 24]	[8, 8, 12, 21, 24]
661	[2, 2, 8, 10, 12]	[2, 2, 8, 10, 12]
662	[10, 8, 30, 20, 45]	[8, 10, 20, 30, 45]
663	[2, 3, 18, 20, 27]	[2, 3, 18, 20, 27]
664	[9, 3, 24, 10, 27]	[3, 9, 10, 24, 27]
665	[4, 12, 30, 10, 15]	[4, 10, 12, 15, 30]
666	[3, 6, 20, 5, 36]	[3, 5, 6, 20, 36]
667	[25, 12, 35, 12, 16]	[12, 12, 16, 25, 35]
668	[4, 5, 16, 25, 14]	[4, 5, 14, 16, 25]
669	[4, 20, 20, 18, 10]	[4, 10, 18, 20, 20]
670	[20, 9, 12, 21, 21]	[9, 12, 20, 21, 21]
671	[5, 6, 12, 24, 45]	[5, 6, 12, 24, 45]
672	[8, 6, 28, 10, 32]	[6, 8, 10, 28, 32]
673	[15, 12, 8, 30, 20]	[8, 12, 15, 20, 30]
674	[12, 15, 4, 12, 10]	[4, 10, 12, 12, 15]
675	[4, 6, 7, 24, 10]	[4, 6, 7, 10, 24]
676	[20, 20, 9, 16, 25]	[9, 16, 20, 20, 25]
677	[20, 10, 5, 8, 24]	[5, 8, 10, 20, 24]
678	[15, 3, 24, 24, 14]	[3, 14, 15, 24, 24]
679	[4, 10, 7, 25, 5]	[4, 5, 7, 10, 25]
680	[5, 4, 20, 24, 14]	[4, 5, 14, 20, 24]
681	[15, 12, 12, 7, 15]	[7, 12, 12, 15, 15]
682	[6, 15, 4, 10, 25]	[4, 6, 10, 15, 25]
683	[3, 4, 4, 7, 16]	[3, 4, 4, 7, 16]
684	[15, 20, 20, 25, 35]	[15, 20, 20, 25, 35]
685	[1, 20, 14, 4, 10]	[1, 4, 10, 14, 20]
686	[20, 10, 12, 30, 36]	[10, 12, 20, 30, 36]
687	[10, 8, 6, 40, 8]	[6, 8, 8, 10, 40]
688	[10, 4, 18, 18, 21]	[4, 10, 18, 18, 21]
689	[9, 8, 4, 16, 10]	[4, 8, 9, 10, 16]
690	[8, 6, 12, 24, 45]	[6, 8, 12, 24, 45]
691	[4, 4, 20, 32, 30]	[4, 4, 20, 30, 32]
692	[8, 20, 20, 40, 14]	[8, 14, 20, 20, 40]
693	[1, 6, 15, 40, 36]	[1, 6, 15, 36, 40]
694	[12, 10, 20, 12, 21]	[10, 12, 12, 20, 21]
695	[20, 10, 5, 15, 10]	[5, 10, 10, 15, 20]
696	[8, 12, 3, 30, 12]	[3, 8, 12, 12, 30]
697	[8, 25, 12, 4, 16]	[4, 8, 12, 16, 25]
698	[4, 6, 20, 8, 7]	[4, 6, 7, 8, 20]
699	[2, 12, 9, 10, 25]	[2, 9, 10, 12, 25]
700	[5, 24, 30, 28, 14]	[5, 14, 24, 28, 30]
701	[5, 10, 6, 20, 7]	[5, 6, 7, 10, 20]
702	[2, 6, 12, 12, 32]	[2, 6, 12, 12, 32]
703	[20, 8, 10, 4, 15]	[4, 8, 10, 15, 20]
704	[3, 4, 5, 20, 5]	[3, 4, 5, 5, 20]
705	[5, 3, 6, 5, 24]	[3, 5, 5, 6, 24]
706	[3, 6, 3, 7, 30]	[3, 3, 6, 7, 30]
707	[2, 12, 12, 20, 24]	[2, 12, 12, 20, 24]
708	[2, 30, 21, 28, 15]	[2, 15, 21, 28, 30]
709	[2, 5, 9, 7, 8]	[2, 5, 7, 8, 9]
710	[4, 5, 14, 16, 18]	[4, 5, 14, 16, 18]
711	[16, 20, 20, 18, 36]	[16, 18, 20, 20, 36]
712	[10, 3, 5, 40, 16]	[3, 5, 10, 16, 40]
713	[4, 20, 20, 35, 9]	[4, 9, 20, 20, 35]
714	[12, 8, 20, 20, 16]	[8, 12, 16, 20, 20]
715	[2, 2, 30, 5, 9]	[2, 2, 5, 9, 30]
716	[3, 20, 14, 35, 32]	[3, 14, 20, 32, 35]
717	[6, 25, 12, 35, 25]	[6, 12, 25, 25, 35]
718	[12, 12, 25, 25, 32]	[12, 12, 25, 25, 32]
719	[12, 10, 7, 12, 35]	[7, 10, 12, 12, 35]
720	[16, 6, 12, 7, 27]	[6, 7, 12, 16, 27]
721	[8, 4, 24, 35, 27]	[4, 8, 24, 27, 35]
722	[10, 25, 10, 28, 35]	[10, 10, 25, 28, 35]
723	[4, 5, 21, 5, 8]	[4, 5, 5, 8, 21]
724	[1, 24, 35, 8, 28]	[1, 8, 24, 28, 35]
725	[3, 15, 4, 40, 18]	[3, 4, 15, 18, 40]
726	[20, 4, 10, 16, 35]	[4, 10, 16, 20, 35]
727	[25, 4, 3, 24, 45]	[3, 4, 24, 25, 45]
728	[3, 16, 7, 18, 40]	[3, 7, 16, 18, 40]
729	[15, 5, 28, 10, 30]	[5, 10, 15, 28, 30]
730	[4, 18, 4, 16, 45]	[4, 4, 16, 18, 45]
731	[2, 3, 12, 6, 32]	[2, 3, 6, 12, 32]
732	[4, 30, 5, 40, 18]	[4, 5, 18, 30, 40]
733	[6, 12, 18, 14, 30]	[6, 12, 14, 18, 30]
734	[12, 2, 16, 20, 10]	[2, 10, 12, 16, 20]
735	[20, 20, 8, 30, 45]	[8, 20, 20, 30, 45]
736	[16, 4, 14, 7, 16]	[4, 7, 14, 16, 16]
737	[12, 12, 7, 35, 30]	[7, 12, 12, 30, 35]
738	[9, 16, 10, 20, 14]	[9, 10, 14, 16, 20]
739	[12, 30, 15, 8, 21]	[8, 12, 15, 21, 30]
740	[6, 9, 35, 4, 14]	[4, 6, 9, 14, 35]
741	[20, 10, 20, 5, 24]	[5, 10, 20, 20, 24]
742	[10, 3, 12, 16, 40]	[3, 10, 12, 16, 40]
743	[25, 16, 21, 32, 21]	[16, 21, 21, 25, 32]
744	[5, 4, 12, 6, 8]	[4, 5, 6, 8, 12]
745	[4, 6, 8, 14, 14]	[4, 6, 8, 14, 14]
746	[1, 12, 15, 4, 28]	[1, 4, 12, 15, 28]
747	[12, 12, 21, 25, 32]	[12, 12, 21, 25, 32]
748	[4, 9, 7, 4, 25]	[4, 4, 7, 9, 25]
749	[15, 6, 16, 24, 32]	[6, 15, 16, 24, 32]
750	[4, 24, 16, 4, 36]	[4, 4, 16, 24, 36]
751	[9, 25, 28, 20, 18]	[9, 18, 20, 25, 28]
752	[12, 25, 18, 10, 24]	[10, 12, 18, 24, 25]
753	[3, 9, 10, 18, 9]	[3, 9, 9, 10, 18]
754	[3, 20, 30, 16, 5]	[3, 5, 16, 20, 30]
755	[2, 20, 8, 14, 27]	[2, 8, 14, 20, 27]
756	[3, 15, 12, 18, 24]	[3, 12, 15, 18, 24]
757	[15, 15, 7, 25, 21]	[7, 15, 15, 21, 25]
758	[10, 16, 6, 10, 18]	[6, 10, 10, 16, 18]
759	[8, 20, 12, 15, 40]	[8, 12, 15, 20, 40]
760	[12, 9, 6, 24, 24]	[6, 9, 12, 24, 24]
761	[8, 6, 12, 6, 9]	[6, 6, 8, 9, 12]
762	[8, 3, 3, 40, 32]	[3, 3, 8, 32, 40]
763	[10, 16, 6, 16, 24]	[6, 10, 16, 16, 24]
764	[2, 6, 12, 12, 27]	[2, 6, 12, 12, 27]
765	[5, 9, 12, 24, 10]	[5, 9, 10, 12, 24]
766	[2, 8, 10, 6, 16]	[2, 6, 8, 10, 16]
767	[4, 30, 4, 30, 24]	[4, 4, 24, 30, 30]
768	[6, 2, 4, 8, 27]	[2, 4, 6, 8, 27]
769	[3, 9, 9, 35, 12]	[3, 9, 9, 12, 35]
770	[4, 10, 28, 20, 24]	[4, 10, 20, 24, 28]
771	[20, 30, 16, 6, 15]	[6, 15, 16, 20, 30]
772	[12, 12, 28, 30, 32]	[12, 12, 28, 30, 32]
773	[12, 12, 4, 21, 6]	[4, 6, 12, 12, 21]
774	[4, 8, 15, 5, 8]	[4, 5, 8, 8, 15]
775	[8, 6, 12, 16, 24]	[6, 8, 12, 16, 24]
776	[15, 10, 18, 21, 36]	[10, 15, 18, 21, 36]
777	[25, 5, 15, 5, 35]	[5, 5, 15, 25, 35]
778	[4, 20, 7, 20, 40]	[4, 7, 20, 20, 40]
779	[16, 15, 12, 20, 24]	[12, 15, 16, 20, 24]
780	[4, 12, 10, 25, 20]	[4, 10, 12, 20, 25]
781	[3, 18, 3, 30, 20]	[3, 3, 18, 20, 30]
782	[3, 30, 20, 18, 15]	[3, 15, 18, 20, 30]
783	[5, 30, 12, 8, 35]	[5, 8, 12, 30, 35]
784	[8, 9, 15, 4, 8]	[4, 8, 8, 9, 15]
785	[4, 16, 6, 24, 25]	[4, 6, 16, 24, 25]
786	[4, 15, 12, 6, 32]	[4, 6, 12, 15, 32]
787	[20, 24, 20, 16, 27]	[16, 20, 20, 24, 27]
788	[4, 3, 18, 21, 10]	[3, 4, 10, 18, 21]
789	[20, 20, 6, 16, 32]	[6, 16, 20, 20, 32]
790	[10, 4, 24, 5, 20]	[4, 5, 10, 20, 24]
791	[5, 12, 18, 18, 6]	[5, 6, 12, 18, 18]
792	[15, 6, 5, 7, 21]	[5, 6, 7, 15, 21]
793	[2, 2, 6, 30, 18]	[2, 2, 6, 18, 30]
794	[25, 6, 5, 16, 15]	[5, 6, 15, 16, 25]
795	[2, 16, 12, 20, 20]	[2, 12, 16, 20, 20]
796	[12, 16, 12, 32, 24]	[12, 12, 16, 24, 32]
797	[12, 16, 6, 15, 35]	[6, 12, 15, 16, 35]
798	[10, 6, 8, 35, 10]	[6, 8, 10, 10, 35]
799	[4, 12, 16, 10, 40]	[4, 10, 12, 16, 40]
800	[2, 8, 16, 20, 16]	[2, 8, 16, 16, 20]
801	[1, 24, 20, 28, 28]	[1, 20, 24, 28, 28]
802	[6, 15, 28, 6, 24]	[6, 6, 15, 24, 28]
803	[4, 8, 28, 40, 12]	[4, 8, 12, 28, 40]
804	[20, 2, 16, 24, 16]	[2, 16, 16, 20, 24]
805	[10, 20, 15, 24, 7]	[7, 10, 15, 20, 24]
806	[3, 6, 18, 24, 25]	[3, 6, 18, 24, 25]
807	[2, 8, 12, 15, 14]	[2, 8, 12, 14, 15]
808	[5, 18, 28, 35, 9]	[5, 9, 18, 28, 35]
809	[8, 24, 12, 40, 24]	[8, 12, 24, 24, 40]
810	[20, 4, 5, 16, 32]	[4, 5, 16, 20, 32]
811	[4, 15, 25, 35, 27]	[4, 15, 25, 27, 35]
812	[12, 4, 16, 16, 27]	[4, 12, 16, 16, 27]
813	[20, 6, 5, 21, 16]	[5, 6, 16, 20, 21]
814	[6, 6, 8, 7, 45]	[6, 6, 7, 8, 45]
815	[5, 4, 6, 12, 35]	[4, 5, 6, 12, 35]
816	[5, 12, 9, 16, 30]	[5, 9, 12, 16, 30]
817	[15, 10, 10, 18, 18]	[10, 10, 15, 18, 18]
818	[6, 25, 5, 16, 28]	[5, 6, 16, 25, 28]
819	[8, 18, 10, 8, 25]	[8, 8, 10, 18, 25]
820	[20, 20, 6, 16, 35]	[6, 16, 20, 20, 35]
821	[8, 6, 16, 20, 8]	[6, 8, 8, 16, 20]
